Transaction_ID,Date,Station_Name,OMC,City,Province,Fuel_Type,Price_Per_Liter_PKR,Volume_Sold_Liters,Total_Revenue_PKR,Payment_Method,Customer_Type
TXN-20251502,2025-05-09,PSO Rawalpindi Lytton Road Pump,PSO,Rawalpindi,Punjab,Hi-Octane (97 Ron),328.47,,,Credit Card,Agriculture
TXN-20251503,2025-01-30,Shell Islamabad Gulberg Station,Shell,Islamabad,Islamabad ICT,CNG,208.78,149.28,31166.68,Fleet Card,Government
TXN-20251504,21-Aug-26,Shell Islamabad University Road Pump,Shell,Islamabad,Islamabad ICT,CNG,209.72,110.01,23071.3,Mobile Wallet,Agriculture
TXN-20251505,2025-05-13,Hascol Lahore Hayatabad Filling Station,Hascol,Lahore,Punjab,High Speed Diesel,270.94,27.72,7510.46,EasyPaisa,Individual
TXN-20251506,2026-04-26,Attock Petroleum Karachi Motorway Service Area,Attock Petroleum,Karachi,Sindh,Hi-Octane (97 Ron),323.25,18.4,5947.8,credit card,Corporate
TXN-20251507,2026-01-27,PSO Faisalabad GT Road Service,PSO,Faisalabad,Punjab,Hi-Octane (97 Ron),295.19,83.46,24636.56,Debit Card,Agriculture
TXN-20251508,2025-10-05,Hascol Multan Ferozepur Road Pump,Hascol,Multan,Punjab,High Speed Diesel,271.38,125.31,34006.63,Debit Card,Corporate
TXN-20251509,2025-12-07,PSO Rawalpindi Blue Area Station,PSO,Rawalpindi,Punjab,Hi-Octane (97 Ron),320.63,110.58,,cash,Corporate Fleet
TXN-20251510,2025-04-05,Attock Petroleum Lahore Saddar Filling Station,Attock Petroleum,Lahore,Punjab,Hi-Octane (97 Ron),325.96,44.99,14664.94,JazzCash,Agriculture
TXN-20251511,2026-04-03,PSO Faisalabad Lytton Road Pump,PSO,Faisalabad,Punjab,CNG,214.73,38.2,8202.69,cash,Agriculture
TXN-20251512,2026-05-04,Hascol Quetta Hayatabad Filling Station,Hascol,Quetta,Balochistan,Hi-Octane (97 Ron),325.57,115.25,37521.94,Fleet Card,
TXN-20251513,2025-11-20,Total Parco Islamabad Shahrah-e-Faisal Point,Total Parco,Islamabad,Islamabad ICT,CNG,205.65,47.0,9665.55,Credit Card,Government
TXN-20251514,2025-05-21,Cnergyico Faisalabad Multan Road Filling Point,Cnergyico,Faisalabad,Punjab,Hi-Octane (97 Ron),311.5,7324.54,2281594.21,JazzCash,Government
TXN-20251515,2025-08-30,Attock Petroleum Karachi Khyber Pass Pump,Attock Petroleum,Karachi,Sindh,Super (92 Ron),269.8,77.53,20917.59,Cash,Corporate Fleet
TXN-20251516,05-Jul-26,Total Parco Peshawar Jail Road Petrol Pump,Total Parco,Peshawar,KPK,CNG,204.53,130.53,,JazzCash,individual
TXN-20251517,2026-04-26,Total Parco Faisalabad Shahrah-e-Faisal Point,Total Parco,Faisalabad,Punjab,High Speed Diesel,280.46,118.66,33279.38,credit card,Government
TXN-20251518,2025-05-03,Cnergyico Sialkot Multan Road Filling Point,Cnergyico,Sialkot,Punjab,High Speed Diesel,-99.0,139.97,-13857.03,Fleet Card,Corporate
TXN-20251519,2025-11-03,Cnergyico Sialkot Multan Road Filling Point,Cnergyico,Sialkot,Punjab,CNG,210.07,49.63,10425.77,Fleet Card,Corporate
TXN-20251520,2026-08-09,PSO Islamabad Blue Area Station,PSO,Islamabad,Islamabad ICT,High Speed Diesel,291.13,19.79,5761.46,EasyPaisa,Agriculture
TXN-20251521,2025-03-29,Attock Petroleum Quetta Khyber Pass Pump,Attock Petroleum,Quetta,Balochistan,Super (92 Ron),274.5,8443.76,2317812.12,Debit Card,Government
TXN-20251522,03-May-25,PSO Lahore Defence Filling Point,PSO,Lahore,Punjab,CNG,211.88,89.28,18916.65,credit card,Government
TXN-20251523,04-Apr-26,Attock Petroleum Peshawar Motorway Service Area,Attock Petroleum,Peshawar,KPK,High Speed Diesel,285.04,64.31,18330.92,JazzCash,Government
TXN-20251524,2025-07-20,PSO Lahore Blue Area Station,PSO,Lahore,Punjab,CNG,215.02,79.61,17117.74,JazzCash,
TXN-20251525,2025-10-12,Total Parco Peshawar G-11 Markaz Station,Total Parco,Peshawar,KPK,High Speed Diesel,283.59,10595.96,3004908.3,CASH,Corporate Fleet
TXN-20251526,18-May-25,Hascol Peshawar Hayatabad Filling Station,Hascol,Peshawar,KPK,High Speed Diesel,281.37,65.03,18297.49,Mobile Wallet,Corporate
TXN-20251527,2025-01-24,PSO Rawalpindi Clifton Service Station,PSO,Rawalpindi,Punjab,Hi-Octane (97 Ron),324.03,123.29,39949.66,Fleet Card,individual
TXN-20251528,2025-12-18,Shell Karachi University Road Pump,Shell,Karachi,Sindh,Hi-Octane (97 Ron),315.04,53.71,16920.8,Mobile Wallet,Agriculture
TXN-20251529,2025-01-16,Total Parco Faisalabad Thokar Niaz Baig Station,Total Parco,Faisalabad,Punjab,High Speed Diesel,284.36,98.83,28103.3,Credit Card,Individual
TXN-20251530,2026-07-16,Shell Sialkot Karsaz Service Station,Shell,Sialkot,Punjab,CNG,214.25,21.17,4535.67,Fleet Card,Individual
TXN-20251531,08-Apr-26,Shell Islamabad University Road Pump,Shell,Islamabad,Islamabad ICT,Super (92 Ron),282.8,95.96,27137.49,Mobile Wallet,Government
TXN-20251532,06-Apr-26,Cnergyico Multan Hub River Road Pump,Cnergyico,Multan,Punjab,Super (92 Ron),281.66,2373.34,668474.94,Mobile Wallet,Individual
TXN-20251533,2026-06-01,Attock Petroleum Lahore Motorway Service Area,Attock Petroleum,Lahore,Punjab,Super (92 Ron),265.24,64.79,17184.9,Cash,individual
TXN-20251534,20-Jan-26,PSO Rawalpindi Cantt Filling Point,PSO,Rawalpindi,Punjab,High Speed Diesel,287.75,76.7,22070.42,Cash,Individual
TXN-20251535,07/01/2025,Hascol Quetta Hayatabad Filling Station,Hascol,Quetta,Balochistan,High Speed Diesel,277.75,75.48,20964.57,Cash,Government
TXN-20251536,2026-01-26,Shell Rawalpindi F-7 Markaz Pump,Shell,Rawalpindi,Punjab,High Speed Diesel,275.44,64.4,,Mobile Wallet,Corporate
TXN-20251537,2025-03-07,Attock Petroleum Islamabad Industrial Area Pump,Attock Petroleum,Islamabad,Islamabad ICT,Super (92 Ron),264.77,24.22,6412.73,Debit Card,Corporate Fleet
TXN-20251538,2025-08-22,Attock Petroleum Quetta Industrial Area Pump,Attock Petroleum,Quetta,Balochistan,Hi-Octane (97 Ron),301.99,83.32,25161.81,Mobile Wallet,Individual
TXN-20251539,2025-07-07,Total Parco Sialkot G-11 Markaz Station,Total Parco,Sialkot,Punjab,High Speed Diesel,273.08,94.17,25715.94,EasyPaisa,Individual
TXN-20251540,2025-03-16,Shell Karachi Mall Road Station,Shell,Karachi,Sindh,CNG,209.14,61.83,,Credit Card,Individual
TXN-20251541,2025-07-03,Cnergyico Quetta Multan Road Filling Point,Cnergyico,Quetta,Balochistan,Super (92 Ron),277.86,134.1,37261.03,JazzCash,Government
TXN-20251542,2026-03-26,Total Parco Islamabad Thokar Niaz Baig Station,Total Parco,Islamabad,Islamabad ICT,Super (92 Ron),279.85,34.99,9791.95,credit card,Corporate Fleet
TXN-20251543,2025-06-13,PSO Peshawar Cantt Filling Point,PSO,Peshawar,KPK,Super (92 Ron),287.08,76.19,21872.63,JazzCash,Agriculture
TXN-20251544,2025-06-19,Hascol Multan Super Highway Station,Hascol,Multan,Punjab,Hi-Octane (97 Ron),317.28,11616.34,3685632.36,credit card,Corporate
TXN-20251545,2025-02-05,Hascol Rawalpindi Hayatabad Filling Station,Hascol,Rawalpindi,Punjab,High Speed Diesel,300.67,11.8,3547.91,Cash,Corporate
TXN-20251546,2026-07-12,Cnergyico Islamabad Hub River Road Pump,Cnergyico,Islamabad,Islamabad ICT,CNG,204.01,116.45,23756.96,cash,Corporate Fleet
TXN-20251547,2026-06-24,PSO Peshawar Blue Area Station,PSO,Peshawar,KPK,CNG,202.04,144.05,29103.86,EasyPaisa,Corporate
TXN-20251548,2026-04-28,Attock Petroleum Islamabad Khyber Pass Pump,Attock Petroleum,Islamabad,Islamabad ICT,CNG,204.5,38.27,7826.22,JazzCash,individual
TXN-20251549,2025-06-10,Cnergyico Multan Hub River Road Pump,Cnergyico,Multan,Punjab,High Speed Diesel,281.63,6.68,1881.29,CASH,Agriculture
TXN-20251550,2026-06-14,Cnergyico Quetta Multan Road Filling Point,Cnergyico,Quetta,Balochistan,Super (92 Ron),273.78,25.99,8538.65,Mobile Wallet,Individual
TXN-20251551,2026-03-01,PSO Islamabad Defence Filling Point,PSO,Islamabad,Islamabad ICT,Super (92 Ron),284.25,,,CASH,Government
TXN-20251552,2025-02-19,PSO Multan Lytton Road Pump,PSO,Multan,Punjab,High Speed Diesel,304.91,43.71,15993.14,JazzCash,Corporate Fleet
TXN-20251553,2025-02-22,PSO Faisalabad Blue Area Station,PSO,Faisalabad,Punjab,Hi-Octane (97 Ron),298.11,147.75,44045.75,Cash,Individual
TXN-20251554,2026-05-09,Cnergyico Multan Hub River Road Pump,Cnergyico,Multan,Punjab,Hi-Octane (97 Ron),312.84,64.0,20021.76,CASH,Corporate Fleet
TXN-20251555,2025-07-28,Shell Quetta University Road Pump,Shell,Quetta,Balochistan,Hi-Octane (97 Ron),306.29,107.46,32913.92,cash,Agriculture
TXN-20251556,2025-12-27,Total Parco Multan Shahrah-e-Faisal Point,Total Parco,Multan,Punjab,CNG,209.43,109.89,23014.26,credit card,Individual
TXN-20251557,2026-01-01,Total Parco Multan Jail Road Petrol Pump,Total Parco,Multan,Punjab,High Speed Diesel,275.31,122.75,33794.3,Cash,Individual
TXN-20251558,01/10/2025,Attock Petroleum Multan Saddar Filling Station,Attock Petroleum,Multan,Punjab,Super (92 Ron),276.73,63.5,17572.35,Cash,Government
TXN-20251559,2026-05-03,Hascol Rawalpindi Super Highway Station,Hascol,Rawalpindi,Punjab,Super (92 Ron),282.28,145.96,41201.59,EasyPaisa,individual
TXN-20251560,2026-06-24,Shell Karachi F-7 Markaz Pump,Shell,Karachi,Sindh,High Speed Diesel,287.2,31.65,9089.88,CASH,Individual
TXN-20251561,30-Aug-25,PSO Islamabad GT Road Service,PSO,Islamabad,Islamabad ICT,Super (92 Ron),288.85,47.25,13648.16,Cash,Agriculture
TXN-20251562,2026-06-11,PSO Karachi Defence Filling Point,PSO,Karachi,Sindh,Hi-Octane (97 Ron),303.52,120.46,36562.02,Fleet Card,Agriculture
TXN-20251563,2025-08-10,Attock Petroleum Sialkot Motorway Service Area,Attock Petroleum,Sialkot,Punjab,Hi-Octane (97 Ron),313.24,143.18,44849.7,Credit Card,individual
TXN-20251564,2026-02-02,Total Parco Lahore Thokar Niaz Baig Station,Total Parco,Lahore,Punjab,High Speed Diesel,293.71,28.59,8397.17,cash,Corporate
TXN-20251565,2025-05-31,Total Parco Karachi Thokar Niaz Baig Station,Total Parco,Karachi,Sindh,CNG,200.87,32.1,6447.93,JazzCash,Government
TXN-20251566,2026-07-24,Hascol Rawalpindi Hayatabad Filling Station,Hascol,Rawalpindi,Punjab,CNG,208.67,124.59,25998.2,Mobile Wallet,Individual
TXN-20251567,2025-06-20,Shell Faisalabad Mall Road Station,Shell,Faisalabad,Punjab,Super (92 Ron),283.56,13.47,3819.55,credit card,Individual
TXN-20251568,2025-11-17,Attock Petroleum Quetta Khyber Pass Pump,Attock Petroleum,Quetta,Balochistan,Hi-Octane (97 Ron),295.25,146.8,43342.7,EasyPaisa,Individual
TXN-20251569,2025-11-25,Hascol Rawalpindi Hayatabad Filling Station,Hascol,Rawalpindi,Punjab,CNG,204.79,108.82,22285.25,CASH,Corporate Fleet
TXN-20251570,2026-07-30,Shell Quetta Mall Road Station,Shell,Quetta,Balochistan,Super (92 Ron),266.95,47.8,,Fleet Card,Corporate Fleet
TXN-20251571,2026-03-25,Cnergyico Multan Murree Road Station,Cnergyico,Multan,Punjab,Super (92 Ron),269.13,18.83,,Debit Card,individual
TXN-20251572,2025-06-29,Cnergyico Peshawar Murree Road Station,Cnergyico,Peshawar,KPK,Hi-Octane (97 Ron),296.46,48.24,14301.23,Mobile Wallet,Agriculture
TXN-20251573,2025-04-28,PSO Peshawar Clifton Service Station,PSO,Peshawar,KPK,Hi-Octane (97 Ron),313.63,91.9,28822.6,Cash,individual
TXN-20251574,2026-04-03,Attock Petroleum Sialkot Motorway Service Area,Attock Petroleum,Sialkot,Punjab,CNG,219.85,96.1,21127.58,cash,individual
TXN-20251575,2025-08-14,Cnergyico Sialkot Murree Road Station,Cnergyico,Sialkot,Punjab,Hi-Octane (97 Ron),313.16,132.44,41474.91,JazzCash,Corporate
TXN-20251576,2026-05-01,PSO Faisalabad GT Road Service,PSO,Faisalabad,Punjab,Hi-Octane (97 Ron),327.11,148.93,48716.49,Credit Card,Corporate Fleet
TXN-20251577,2026-01-01,PSO Peshawar Clifton Service Station,PSO,Peshawar,KPK,High Speed Diesel,292.23,85.12,24874.62,Fleet Card,Agriculture
TXN-20251578,2026-08-07,PSO Lahore Defence Filling Point,PSO,Lahore,Punjab,High Speed Diesel,300.77,121.86,36651.83,Mobile Wallet,Corporate
TXN-20251579,2025-04-23,Cnergyico Lahore Hub River Road Pump,Cnergyico,Lahore,Punjab,Super (92 Ron),275.3,88.4,24336.52,Credit Card,Individual
TXN-20251580,2025-05-17,Total Parco Faisalabad Jail Road Petrol Pump,Total Parco,Faisalabad,Punjab,Super (92 Ron),275.13,68.0,18708.84,Fleet Card,Agriculture
TXN-20251580,2025-05-17,Total Parco Faisalabad Jail Road Petrol Pump,Total Parco,Faisalabad,Punjab,Super (92 Ron),275.13,68.0,18708.84,Fleet Card,Agriculture
TXN-20251581,2025-03-10,Attock Petroleum Rawalpindi Motorway Service Area,Attock Petroleum,Rawalpindi,Punjab,Super (92 Ron),271.54,99.62,27050.81,Mobile Wallet,Agriculture
TXN-20251582,2025-03-04,Cnergyico Quetta Hub River Road Pump,Cnergyico,Quetta,Balochistan,High Speed Diesel,285.35,8.87,2531.05,credit card,Corporate
TXN-20251583,2025-09-27,Cnergyico Quetta Murree Road Station,Cnergyico,Quetta,Balochistan,CNG,206.83,105.14,21746.11,Cash,Corporate
TXN-20251584,06-Jun-25,Hascol Rawalpindi Super Highway Station,Hascol,Rawalpindi,Punjab,High Speed Diesel,291.81,73.01,21305.05,credit card,individual
TXN-20251585,2025-05-21,Total Parco Islamabad Thokar Niaz Baig Station,Total Parco,Islamabad,Islamabad ICT,CNG,202.47,16.76,3393.4,EasyPaisa,Agriculture
TXN-20251586,2025-09-14,Shell Rawalpindi University Road Pump,Shell,Rawalpindi,Punjab,Super (92 Ron),274.87,113.78,31274.71,Mobile Wallet,individual
TXN-20251587,2025-05-03,Hascol Faisalabad Super Highway Station,Hascol,Faisalabad,Punjab,Hi-Octane (97 Ron),297.35,94.67,28150.12,EasyPaisa,Individual
TXN-20251588,2026-04-03,PSO Rawalpindi Cantt Filling Point,PSO,Rawalpindi,Punjab,Super (92 Ron),277.06,92.73,25691.77,Fleet Card,Agriculture
TXN-20251589,2025-05-07,Shell Quetta Gulberg Station,Shell,Quetta,Balochistan,CNG,218.97,0.0,0.0,Credit Card,Agriculture
TXN-20251590,2025-01-03,Total Parco Rawalpindi G-11 Markaz Station,Total Parco,Rawalpindi,Punjab,CNG,208.7,,,Debit Card,Individual
TXN-20251591,2025-09-15,PSO Karachi Defence Filling Point,PSO,Karachi,Sindh,High Speed Diesel,280.24,,,Mobile Wallet,individual
TXN-20251592,2025-12-08,Attock Petroleum Peshawar Motorway Service Area,Attock Petroleum,Peshawar,KPK,Super (92 Ron),280.6,10855.34,3046008.4,Credit Card,Government
TXN-20251593,2025-05-01,Shell Multan F-7 Markaz Pump,Shell,Multan,Punjab,High Speed Diesel,298.56,95.83,28611.0,Mobile Wallet,Corporate Fleet
TXN-20251594,2026-07-04,Cnergyico Sialkot Multan Road Filling Point,Cnergyico,Sialkot,Punjab,Hi-Octane (97 Ron),314.56,84.84,26687.27,Credit Card,Government
TXN-20251595,2025-01-09,Cnergyico Quetta Multan Road Filling Point,Cnergyico,Quetta,Balochistan,High Speed Diesel,282.91,34.13,9655.72,Mobile Wallet,Individual
TXN-20251596,2025-11-30,Shell Peshawar University Road Pump,Shell,Peshawar,KPK,Super (92 Ron),274.35,11406.74,3129439.12,Cash,Individual
TXN-20251597,2025-04-19,PSO Peshawar Cantt Filling Point,PSO,Peshawar,KPK,Super (92 Ron),283.98,103.45,29377.73,Cash,Government
TXN-20251598,2026-02-10,Attock Petroleum Faisalabad Motorway Service Area,Attock Petroleum,Faisalabad,Punjab,Super (92 Ron),263.51,91.79,24187.58,Debit Card,Government
TXN-20251599,2025-06-28,Hascol Karachi Hayatabad Filling Station,Hascol,Karachi,Sindh,High Speed Diesel,291.26,93.63,27270.67,JazzCash,Government
TXN-20251600,2026-02-04,Cnergyico Lahore Murree Road Station,Cnergyico,Lahore,Punjab,Super (92 Ron),285.98,10.89,3114.32,Credit Card,Individual
TXN-20251601,2026-01-29,Cnergyico Karachi Multan Road Filling Point,Cnergyico,Karachi,Sindh,High Speed Diesel,302.72,98.21,29730.13,CASH,Government
TXN-20251602,2025-06-03,Total Parco Sialkot Shahrah-e-Faisal Point,Total Parco,Sialkot,Punjab,High Speed Diesel,302.29,6071.29,1835290.25,cash,Individual
TXN-20251603,2025-10-11,Total Parco Quetta Shahrah-e-Faisal Point,Total Parco,Quetta,Balochistan,Super (92 Ron),270.88,74.63,24258.93,credit card,Government
TXN-20251604,2025-07-10,PSO Quetta Lytton Road Pump,PSO,Quetta,Balochistan,CNG,219.0,92.13,20176.47,CASH,individual
TXN-20251605,2025-03-24,Cnergyico Quetta Multan Road Filling Point,Cnergyico,Quetta,Balochistan,CNG,218.08,8.46,1844.96,CASH,individual
TXN-20251606,2025-10-13,PSO Karachi Cantt Filling Point,PSO,Karachi,Sindh,Super (92 Ron),273.2,81.74,26797.64,EasyPaisa,Agriculture
TXN-20251607,2026-01-20,PSO Rawalpindi GT Road Service,PSO,Rawalpindi,Punjab,CNG,202.58,11865.67,2403747.43,EasyPaisa,Corporate Fleet
TXN-20251608,11-Sep-25,PSO Rawalpindi GT Road Service,PSO,Rawalpindi,Punjab,High Speed Diesel,295.54,29.82,8813.0,Debit Card,Government
TXN-20251609,2025-03-18,Hascol Quetta Hayatabad Filling Station,Hascol,Quetta,Balochistan,Hi-Octane (97 Ron),316.54,75.51,23901.94,Debit Card,Agriculture
TXN-20251610,2026-08-20,Cnergyico Quetta Murree Road Station,Cnergyico,Quetta,Balochistan,Super (92 Ron),283.93,70.59,,cash,Corporate Fleet
TXN-20251611,2026-05-10,Shell Peshawar Mall Road Station,Shell,Peshawar,KPK,Hi-Octane (97 Ron),313.25,101.03,31647.65,Credit Card,individual
TXN-20251612,2025-02-07,Cnergyico Faisalabad Murree Road Station,Cnergyico,Faisalabad,Punjab,CNG,209.87,59.19,12422.21,cash,Corporate Fleet
TXN-20251613,03-Apr-25,Total Parco Islamabad Shahrah-e-Faisal Point,Total Parco,Islamabad,Islamabad ICT,CNG,213.91,136.68,29237.22,credit card,Agriculture
TXN-20251614,2025-02-13,Total Parco Sialkot Jail Road Petrol Pump,Total Parco,Sialkot,Punjab,Super (92 Ron),269.32,117.17,31556.22,Debit Card,Corporate Fleet
TXN-20251615,2025-03-30,Total Parco Sialkot Jail Road Petrol Pump,Total Parco,Sialkot,Punjab,CNG,205.41,19.36,4772.09,Credit Card,individual
TXN-20251616,2026-05-31,Hascol Faisalabad Ferozepur Road Pump,Hascol,Faisalabad,Punjab,High Speed Diesel,9999.0,75.26,752524.74,CASH,Individual
TXN-20251617,10-May-25,Attock Petroleum Rawalpindi Motorway Service Area,Attock Petroleum,Rawalpindi,Punjab,High Speed Diesel,273.41,148.91,40713.48,Debit Card,Corporate Fleet
TXN-20251618,2026-08-28,Attock Petroleum Lahore Khyber Pass Pump,Attock Petroleum,Lahore,Punjab,Hi-Octane (97 Ron),311.7,13.67,4260.94,Credit Card,Individual
TXN-20251619,03/12/2025,Shell Multan F-7 Markaz Pump,Shell,Multan,Punjab,High Speed Diesel,291.49,5763.39,1679970.55,Credit Card,Corporate Fleet
TXN-20251620,12-May-26,Shell Karachi F-7 Markaz Pump,Shell,Karachi,Sindh,Hi-Octane (97 Ron),295.99,106.12,31410.46,Fleet Card,Government
TXN-20251621,2025-05-20,Cnergyico Peshawar Multan Road Filling Point,Cnergyico,Peshawar,KPK,Super (92 Ron),283.7,20.43,5795.99,EasyPaisa,Government
TXN-20251622,2025-11-11,Hascol Lahore Hayatabad Filling Station,Hascol,Lahore,Punjab,Hi-Octane (97 Ron),313.03,9.46,2961.26,JazzCash,individual
TXN-20251623,2025-07-26,PSO Faisalabad Defence Filling Point,PSO,Faisalabad,Punjab,CNG,210.96,0.0,0.0,EasyPaisa,Corporate
TXN-20251624,2025-08-27,Total Parco Peshawar Shahrah-e-Faisal Point,Total Parco,Peshawar,KPK,Super (92 Ron),,66.53,,JazzCash,Corporate Fleet
TXN-20251625,2026-08-20,PSO Lahore Clifton Service Station,PSO,Lahore,Punjab,Super (92 Ron),272.13,107.91,29365.55,Fleet Card,Government
TXN-20251626,24/09/2025,PSO Lahore Blue Area Station,PSO,Lahore,Punjab,CNG,200.68,117.87,23654.15,Mobile Wallet,Corporate Fleet
TXN-20251627,2025-04-24,Hascol Faisalabad Super Highway Station,Hascol,Faisalabad,Punjab,Hi-Octane (97 Ron),315.76,16.18,5109.0,,Individual
TXN-20251628,2025-01-12,PSO Sialkot Clifton Service Station,PSO,Sialkot,Punjab,CNG,201.99,138.17,27908.96,CASH,Government
TXN-20251629,2026-07-06,Attock Petroleum Sialkot Motorway Service Area,Attock Petroleum,Sialkot,Punjab,High Speed Diesel,298.03,110.24,32854.83,Mobile Wallet,individual
TXN-20251630,2026-01-30,Shell Sialkot University Road Pump,Shell,Sialkot,Punjab,Super (92 Ron),270.45,13.35,3610.51,EasyPaisa,Corporate
TXN-20251631,09-May-25,Shell Rawalpindi F-7 Markaz Pump,Shell,Rawalpindi,Punjab,Hi-Octane (97 Ron),318.93,46.32,14772.84,Cash,Agriculture
TXN-20251632,2026-08-17,PSO Peshawar GT Road Service,PSO,Peshawar,KPK,CNG,208.3,56.34,11735.62,Debit Card,individual
TXN-20251633,2025-01-15,Total Parco Peshawar G-11 Markaz Station,Total Parco,Peshawar,KPK,Hi-Octane (97 Ron),312.88,39.16,12252.38,Fleet Card,Individual
TXN-20251634,2026-05-31,Attock Petroleum Multan Motorway Service Area,Attock Petroleum,Multan,Punjab,Super (92 Ron),273.4,11234.21,3071433.01,Fleet Card,Government
TXN-20251635,07-Apr-26,Shell Islamabad Gulberg Station,Shell,Islamabad,Islamabad ICT,CNG,218.57,139.07,30396.53,JazzCash,Corporate Fleet
TXN-20251636,2026-08-15,Total Parco Peshawar Shahrah-e-Faisal Point,Total Parco,Peshawar,KPK,Super (92 Ron),277.32,50.62,14037.94,Credit Card,Agriculture
TXN-20251637,2025-11-09,Hascol Sialkot Hayatabad Filling Station,Hascol,Sialkot,Punjab,High Speed Diesel,287.08,58.46,,EasyPaisa,individual
TXN-20251638,2026-04-25,Hascol Sialkot Hayatabad Filling Station,Hascol,Sialkot,Punjab,CNG,217.61,142.25,30955.02,cash,Corporate Fleet
TXN-20251639,2025-11-30,Cnergyico Lahore Multan Road Filling Point,Cnergyico,Lahore,Punjab,Hi-Octane (97 Ron),312.87,55.9,17489.43,JazzCash,Corporate Fleet
TXN-20251640,2026-03-02,Shell Faisalabad University Road Pump,Shell,Faisalabad,Punjab,CNG,217.93,99.41,21664.42,cash,Agriculture
TXN-20251641,2026-01-29,Total Parco Lahore Shahrah-e-Faisal Point,Total Parco,Lahore,Punjab,Super (92 Ron),260.07,107.91,28064.15,credit card,Corporate
TXN-20251642,2026-04-07,PSO Rawalpindi Clifton Service Station,PSO,Rawalpindi,Punjab,Super (92 Ron),280.77,936.2,262856.87,CASH,Corporate
TXN-20251643,09/10/2025,Shell Sialkot Karsaz Service Station,Shell,Sialkot,Punjab,Super (92 Ron),280.44,132.92,37276.08,cash,Corporate Fleet
TXN-20251644,2026-02-09,Total Parco Peshawar Shahrah-e-Faisal Point,Total Parco,Peshawar,KPK,High Speed Diesel,281.79,112.46,,Mobile Wallet,Corporate Fleet
TXN-20251645,2025-05-02,Shell Lahore Gulberg Station,Shell,Lahore,Punjab,Hi-Octane (97 Ron),322.8,100.4,32409.12,Credit Card,individual
TXN-20251646,2025-08-06,Hascol Sialkot Hayatabad Filling Station,Hascol,Sialkot,Punjab,Hi-Octane (97 Ron),326.22,123.38,40249.02,cash,individual
TXN-20251647,16-Oct-25,Total Parco Lahore Shahrah-e-Faisal Point,Total Parco,Lahore,Punjab,CNG,205.52,80.75,16595.74,CASH,Corporate
TXN-20251648,2026-04-12,Shell Quetta University Road Pump,Shell,Quetta,Balochistan,Super (92 Ron),261.85,110.81,,Fleet Card,individual
TXN-20251649,2025-11-18,Attock Petroleum Lahore Industrial Area Pump,Attock Petroleum,Lahore,Punjab,High Speed Diesel,283.75,15.89,4508.79,Debit Card,Government
TXN-20251650,2026-08-31,Hascol Multan Ferozepur Road Pump,Hascol,Multan,Punjab,CNG,218.83,93.99,20567.83,Mobile Wallet,Individual
TXN-20251651,06/08/2026,Total Parco Rawalpindi G-11 Markaz Station,Total Parco,Rawalpindi,Punjab,CNG,212.26,86.9,18445.39,Cash,individual
TXN-20251652,2026-05-15,Hascol Islamabad Ferozepur Road Pump,Hascol,Islamabad,Islamabad ICT,Super (92 Ron),263.38,0.0,,JazzCash,Corporate Fleet
TXN-20251653,26/12/2025,PSO Islamabad Blue Area Station,PSO,Islamabad,Islamabad ICT,Hi-Octane (97 Ron),313.65,19.82,6216.54,credit card,Agriculture
TXN-20251654,09-Aug-25,Hascol Multan Hayatabad Filling Station,Hascol,Multan,Punjab,Super (92 Ron),265.57,61.0,16199.77,cash,Corporate Fleet
TXN-20251655,2025-01-08,Shell Rawalpindi Karsaz Service Station,Shell,Rawalpindi,Punjab,CNG,201.95,11.48,2318.39,JazzCash,Agriculture
TXN-20251656,2026-06-04,Total Parco Quetta G-11 Markaz Station,Total Parco,Quetta,Balochistan,Super (92 Ron),271.33,109.02,29580.4,credit card,Corporate Fleet
TXN-20251657,2026-05-02,Cnergyico Karachi Murree Road Station,Cnergyico,Karachi,Sindh,Super (92 Ron),274.28,6882.08,1887616.9,Mobile Wallet,Government
TXN-20251658,19/03/2026,Hascol Quetta Super Highway Station,Hascol,Quetta,Balochistan,Super (92 Ron),271.15,118.42,32109.58,credit card,individual
TXN-20251659,2026-08-20,Attock Petroleum Islamabad Industrial Area Pump,Attock Petroleum,Islamabad,Islamabad ICT,CNG,215.47,84.34,18172.74,EasyPaisa,Agriculture
TXN-20251660,2025-12-24,Total Parco Islamabad Thokar Niaz Baig Station,Total Parco,Islamabad,Islamabad ICT,Super (92 Ron),284.81,32.26,9187.97,credit card,Corporate
TXN-20251661,25/05/2026,Shell Faisalabad Mall Road Station,Shell,Faisalabad,Punjab,High Speed Diesel,276.76,,,,Corporate Fleet
TXN-20251662,2025-11-27,Attock Petroleum Peshawar Industrial Area Pump,Attock Petroleum,Peshawar,KPK,Super (92 Ron),276.49,64.79,17913.79,JazzCash,Government
TXN-20251663,2025-11-18,Attock Petroleum Peshawar Saddar Filling Station,Attock Petroleum,Peshawar,KPK,High Speed Diesel,275.86,,,Fleet Card,Corporate
TXN-20251664,2026-06-09,Shell Karachi Karsaz Service Station,Shell,Karachi,Sindh,CNG,215.31,125.29,26976.19,JazzCash,Agriculture
TXN-20251665,2025-04-10,Cnergyico Faisalabad Multan Road Filling Point,Cnergyico,Faisalabad,Punjab,Super (92 Ron),287.73,86.29,24828.22,Fleet Card,Agriculture
